name,email,district,county,longitude,latitude,location,address,wasteType,facilityType
Taka Taka Solutions Ltd,"s.letuya@takatakasolutions.com, daniel.paffenholz@gmail.com, daniel@takatakasolutions.com",Dagoretti,Nairobi,36.707730,-1.301809,"Dagoretti, Mutuini","P.O. Box 29273 - 00625
Nairobi, Kenya",Site,Compost
CRYSTAL INDUSTRIES LTD,info@crystalindustries.co.ke,KIKUYU,Kiambu,DONT KNOW,DONT KNOW,"L.R. 12833/2 Magana Estate, Kikuyu, Kiambu","P.O. BOX 14608-00800,
NAIROBI",Plant,Recycling
PRIME STEEEL MILLS LTD,primesteelmilssltd@yahoo.com,MAVOKO MACHAKOS,Machakos,-,-,"L.R NO. 110, NAMANGA ROAD KITENGELA","P.O BOX 285,
KITENGELA",Plant,Recycling
KINCA TRADING ENTERPRISES,kinyuacatherine@gmail.com,MAVOKO MACHAKOS,Nairobi,-,-,"LR. NO. 204, OFF MUTHARAKWA ROAD, KARIOBANGI SOUTH","P.O BOX 8542-00100,
NAIROBI",Site,Transfer station
TREE STAR LIMITED,ken@gmail.com,NAIROBI,Nairobi,N/A,N/A,"NAIROBI INDUSTRIAL AREA, OFF NANYUKI ROAD PLOT 209/7205/1",P.O.BOX 78423-005007 NAIROBI,Site,Transfer station
KENAFRIC INDUSTRIES LTD,admin@kenafric.com,NAIROBI,Nairobi,N/A,N/A,"RUARAKA OFF BABA DOGO R.L. 336/187/336-362,368",P.O.BOX 39257-00623 NAIROBI,Site,Recycling
AFRIKEN INTERNATIONAL LTD,vishal@tank-group.com,NAIROBI,Nairobi,36 DEGREE 48'E,1 DEGREE 16' SOUTH,"LR NO 209/20295, ROAD B, OFF ENTERPRISE ROAD, INDUSTRIAL AREA NAIROBI","P.O.BOX 11214-00400,
NAIROBI, KENYA",Plant,Recycling
PET BOTTLE RECYCLERS LIMITED,danomuom@yahoo.com,Ruaraka,Nairobi,36°51′30″E,1°15′32″N,"L. R NO 31/6 sub plots 31/109, 31/110, 31/111, and 31/112 off Thika Road in Ruaraka.","P.O.BOX 1474-00606
NAIROBI, KENYA",Site,Recycling
THE METAL MERCHANTS,mombasa@metalmerchants.co.ke,MOMBASA,Mombasa,-,-,L.R. NO. XII/27/MI KENYATTA AVENUE MOMBASA,"P.O BOX 36846-00200,
NAIROBI",Site,Transfer station
THE METAL MERCHANTS,mombasa@metalmerchants.co.ke,NAIROBI,Nairobi,36.90779E,01.31796S,L.R. NO. 9042/115 ALONG AIRPORT NORTH RD EMBAKASI NAIROBI,"P.O BOX 36846-00200,
NAIROBI",Site,Transfer station
ARIHANT INDUSTRIES,arihant05@yahoo.com,nairobi,Nairobi,please find attached,please find attached,"LR PLOT NO. 12596/50,ROAD A, OFF ENTERPRISE ROAD,NAIROBI COUNTY","P.O BOX 49085-00100
NAIROBI",Site,Recycling
THE MOMBASA HOSPITAL ASSOCIATION,mombasahospital@yahoo.com,mombasa,Mombasa,-,-,OFF MAMA NGINA DRIVE NEXT TO PROVINCIAL HEADQUARTERS,P.O BOX 90294 MOMBASA,Plant,Incinerator
WASTE AFRICA LIMITED,wasteafrica@gmail.com,LAIKIPIA EAST,Nairobi,37.239085,0.180546,"PLT No Laikipia/Nanyuki south,Timau Block 2/185 Laikipia county",53922-00200,Site,Land fill
POWEREX LUBRICANTS LTD,powerexlubricants@gmail.com,NAIROBI,Nairobi,36.817253,-1.281500,RD C OFF ENTERPRISE RD INDUSTRIAL AREA PLOT NO:209/8955,P.O BOX 161-00606 NAIROBI,Plant,Recycling
RANGE CONSTRUCTION COMPANY LIMITED,info@driwell.co.ke,Pangani,Nairobi,36.835466E,-1.265395S,"LR NO 209/1622 ALONG MURANG'A ROAD,NAIROBI COUNTY","P.O. BOX 8901 – 00300, NAIROBI",Plant,Transfer Station/Storage Yard
DEVKI STEEL MILLS,info@devkisteel.com,"ATHIRIVER ALONG MOMBASA ROAD,PLOT NO. 337/1651 MACHAKOS COUNTY",Nairobi,-,-,ATHI RIVER ALONG MOMBASA ROAD,"P.O BOX 33319-00600
NAIROBI",Plant,Recycling
CHARLES MUNGAI MUIRURI,cmuiruri@gmail.com,PLOT NO.92 TONONOKA MOMBASA COUNTY,Mombasa,-,-,PLOT NO.92 TONONOKA MOMBASA COUNTY,"P.O BOX 3356-80100
MOMBASA",Site,Transfer station
Aga Khan University Hospital Nairobi,joan.wambui@aku.edu,"L.R NO. 209/5804 3RD PARKLANDS AVENUE, NAIROBI",Nairobi,36.824787900000050000,-1.262392200000000000,"L.R NO. 209/5804 3RD PARKLANDS AVENUE, NAIROBI",P.O. Box 30270-00100 - NAIROBI,Plant,Incinerator
SINOMET (K) LIMITED,siametosdm@yahoo.com,NAIROBI,Nairobi,-,-,"LR. NO. 209/3530/12, ESARI HOUSE BUILDING OFF PARK ROAD NAIROBI","P.O BOX 31652-00600,
NAIROBI",Site,Transfer station
RAINMAC METAL FORWARDERS LTD,markrain35@gmail.com,"EMBAKASI DIVISION, NAIROBI COUNTY",Nairobi,36° 53′ 04.19″E,1° 20′ 13.81″S,"L.R NO 209/10866AIRPORT NORTH ROAD,OFF MOMBASA RD,NAIROBI","P. O. BOX 22434, 00100, NAIROBI",Site,Transfer station
CHOKA SUPPLIES LTD,CHOKASUPPLIES@GMAIL.COM,NAIROBI,Nairobi,"(36,863152)",(-1.312161),LR NO 209/9338/10 GAKOE RD OFF LUNGALUNGA RD),"P. O. BOX 38711-00600
NAIROBI",Plant,Transfer station
FINLAYS HORTICULTURE (K) LTD -KINGFISHER FARM,info@finlays.net,NAIVASHA,Nakuru,-,-,"LR. NO. 7471/404/10854 MOI SOUTH LAKE ROAD NAIVASHA, NAKURU","P.O. BOX 10222-00400,
NAIROBI",Plant,Recycling
PARAS INDUSTRIES LIMITED,info@parasind.co.ke,NAIROBI COUNTY,Nairobi,261848,9855981,LR NO 209/8200 MOGADISHU ROAD OFF LUNGA LUNGA ROAD,"P.O. BOX 45-00606
NAIROBI",Site,Recycling
ACCURATE STEEL MILLS LTD,accurate2000@gmail.com bonifasembi@yahoo.com,EMBAKASI,Nairobi,36.87334,-1.31693,FALCON ROAD OFF ENTERPRISE ROAD-INDUSTRIAL AREA,P.O BOX 74332-00200 NAIROBI,Plant,Recycling
FRIENDLY POLYMERS LIMITED,friendlyy05@gmail.com,LUNGA LUNGA ROAD-NAIROBI,Nairobi,9855691.336,263639.997,LR NO209/8850 LUNGALUNGA ROAD,"P.O BOX 66594-00800
NAIROBI",Plant,Recycling
MOMBASA HOSPITAL,info@mombasahospital.com,MOMBASA,Mombasa,ATTACHED,ATTACHED,MOMBASA,P.O.BOX 90294 MOMBASA,Site,Incinerator
JAY SCRAP METAL DEALERS,fletcheredwin14@gmail.com,Makadara,Nairobi,-,-,"G3 SOUTH B, HAZINA ESTATE,ENTERPRISE ROAD",P.O BOX 68673-00507 NAIROBI,Site,Transfer station
ASHERIC COMPANY LIMITED,asherif@gmail.com,KILIFI,Kilifi,-,-,"PLTNO 4/MAZERAS/MGUMOPATSA,KOKOTONI,KILIFI COUNTY","P.O. BOX 7354 - 00200, NAIROBI",Site,Transfer Station/Storage Yard
DELUXE INKS LTD,info@deluxeinks.com,"LUNGA LUNGA ROAD,INDUSTRIAL AREA",Nairobi,0,0,L.R NO.2098741/2 LUNGA LUNGA ROAD,"P.O BOX 67945-00200
NAIROBI",Plant,Incinerator
KIPKEBE LIMITED,kipkebeltd@sasini.co.ke,NYAMIRA,Nyamira,-,-,LR. NO. 8280 KIANGENI LOCATION NYAMIRA,"P.O BOX PRIVATE BAG,
SOTIK",Plant,Incinerator
FRANKA SCRAP METAL DEALERS,finidinterconsultants@gmail.com,MAKADARA,Nairobi,GIL GIL ROAD,GIL GIL ROAD,LR NO 209/20025 OFF ENTERPRISE RD GILGIL RD NRB,P.O BOX 9338-00300 NAIROBI,Site,Transfer station
MBIGAMAR GENERAL MERCHANTS COMPANY LTD,finidinterconsultanta@gmail.com,EMBAKASI,Nairobi,36.9385264 DEGREES,-1.3059238 DEGREES,PLOT 701/2 ALONG NORTH AIRPORT BEHIND TONONOKA NRB,P.O 106 -465 NAIROBI,Site,Transfer station
HARVEST LIMITED,finance@harvestflowers.com,MACHAKOS,Machakos,"36 56' 0"" E","1 27' 0"" S",KANAANI,"P.O.BOX 60158 -00200,
NAIROBI.",Site,Compost
HARVEST LIMITED,finance@harvestflowers.com,NYANDARUA,Nyandarua,"36 29' 4307"" E","O 35' 5109"" S",LR NO.10140 MURUNGARU AREA SOUTH KINANGOP-NYANDARUA.,"P.O.BOX 60158- 00200,
NAIROBI",Site,Compost
BOMU HOSPITAL,operations@bomuhospital.org,MOMBASA DISTRICT,Mombasa,39.616042,-4.027141,"CHANGAMWE,MAGONGO AREA(BIOMEDICAL WASTE INCINERATOR)",P.O BOX 95683 -80106 MOMBASA,Plant,Incinerator
GREENPLAST INTERNATIONAL LTD,info@greenplastint.com,Kiambu District,Nairobi,"36°40'22.73""E","1°14'54.79""S","Magana Town in Kikuyu, Kiambu County","P.O BOX 39058-00623
NAIROBI",Plant,Recycling
TAKA TAKA SOLUTIONS,info@takatakasolutions.com,DAGORETTI,Nairobi,"36*42'2811""E","1*18'06.57""S","L.R NO 47,MUTUINI AREA,DAGORETTI NAIROBI.",P.O. BOX 29273-00625 NAIROBI,Site,Compost
JACRI SCRAP METAL,janetabok@gmail.com,NAIROBI,Nairobi,36.8805608,-1.2589357,"LR. NO. 448 KARIOBANGI, CARDINAL MAURICE OTUNGA ROAD","P.O BOX 205,
VIWANDANI",Site,Transfer station
BAMBURI CEMENT LTD,iman.omar@lafarge.com,KISAUNI CONSTITUENCY,Mombasa,"3°85""S","39°79""E","L.R. NO. I/MN/1095 MOMBASA FELIX MANDLE RD,KISAUNI DISTRICT","P.O BOX 90202-80101,
MOMBASA",Plant,Incinerator
ENVIROSAFE LIMITED,info@envirosafe.co.ke,MACHAKOS,Machakos,36058’01.71” E,10 27’09.54” S,LR. NO. 18474/48 EPZ-ATHIRIVER,"P.O. BOX 73304-00200
NAIROBI",Plant,Incinerator
MAISHA MABATI MILLS LTD,"mdsec@devkisteel.com , personnel@maishamabati.com",RUIRU,Kiambu,36.9569* E,1.1489* S,RUIRU TOWN -KIAMBU TOWN PLOT NO.227/RUIRU,P.O BOX 33319-0000 NAIROBI,Plant,Recycling
SUBATI FLOWER LTD,info@subatiflowers.com,LR NO 1/29&90 OFF KARATI KINANGOP RD,Nakuru,-,-,LR NO 1/29&90 OFF KARATI KINANGOP RD,P.O BOX 226-20109 SUBUKIA,Site,Composite
DEVKI STEEL MILLS LTD-MOMBASA,"mdsec@devkisteel.com , personnel@maishamabati.com",MOMBASA,Mombasa,39 43'E,04 02'S,MOMBASA COUNTY PLOT NO. 467/V/MN JOMVU LOCATION,"P.O BOX 33319-00600
NAIROBI.
P.O BOX 84267-80100 MOMBASA",Plant,Recycling
ASSOCIATED BATTERY MANUFACTURERS (EA) LTD,wanjala@abm.co.ke,KATHIANI,Machakos,36.9730461000003,-1.4538924,LR. NO. 337620 & 621 OFF MAKADARA ROAD ATHI RIVER,"P.O. BOX 9,
ATHI RIVER",Plant,Recycling
EMCO BILLETS STEEL LIMITED,joseph.chege@polypipes.co.ke,EMBAKASI,Nairobi,36 DEGREES 53' 53.91''E,1 DEGREE 15' 30.48''S,"LR NO 12034,DANDORA OFF KOMAROCK RD,EMBAKASI","P.O.BOX 53390-00200
NAIROBI",Plant,Recycling
MOMBASA PETROCHEMICAL LTD,jibichorr@gmail.com,KALOLENI,Kilifi,393208.7660 E,35607.0080 S,MAZERAS,"PLOT NO. MGUMO PATSA/MAZERAS/1046 AT KALIANG'OMBE ALONG MOMBASA - NAIROBI HIGHWAY, KILIFI COUNTY, P.O.BOX 16930-80100, MOMBASA",Plant,Recycling
AGA KHAN HOSPITAL MOMBASA,akhm@akhskenya.org,MOMBASA,Mombasa,039˚40.222' E,04˚04.209’ S,"KIZINGO, MOMBASA","VANGA ROAD, OFF NYERERE ROAD, KIZINGO, P.O. BOX 83013-80100, MOMBASA, KENYA",Plant,Incinerator
GLOBAL BY PRODUCTS LTD,cheruiyotdenno@gmail.com,NAIROBI,Nairobi,-,-,LR. NO. 209/8695 FACTORY STREET CITY STADIUM OFF JOGOO ROAD,"P.O BOX 56392-00200,
NAIROBI",Site,Transfer station
AUTOFINE LIMITED,info@autofine.co.ke,NAIROBI,Nairobi,0,0,NAIROBI,"P.O BOX 10224-00100
NAIROBI",Site,Transfer station
FINLAYS HORTICULTURE (K) LTD - SIRAJI FARM,Info.Kenya@finlays.net,BUURI DISTRICT,Meru,36o09”E,01o25”S,LR No 077206 Along Nanyuki-Meru Road,P.O BOX 10222 - 00400 NAIROBI,Site,Compost
KENYATTA NATIONAL HOSPITAL,KNHADMIN@KNH.OR.KE,NAIROBI,Nairobi,36.806988000000050000,-1.300688000000000000,"UPPER HILL AREA, HOSPITAL ROAD, OFF NGONG ROAD, NAIROBI","P.O.BOX 20723-00202, NAIROBI",Site,Incinerator
TONONOKA ROLLING MILLS LTD,trm@tononokasteels.com,NAIROBI,Nairobi,36.821946,1.292066,"LR NO-13037, KOMAROCK ROAD , DANDORA ,NAIROBI","P.O. BOX 44689-00100,
NAIROBI, KENYA",Plant,Recycling
POLLEN LIMITED,info.pollen@syngenta.com,RUIRU,Kiambu,36'54'45 21 E,1'08 28 16 S,LR NO 11538/2/A THIKA,P.O.BOX 1037 - 00232 RUIRU : ALONG OLD RUIRU KIAMBU RD,Plant,Composite
AGALIA LIMITED,agalia@theka.co.ke,CHANGAMWE- MOMBASA,Nairobi,39*40E,4*3's,NAIROBI,P.O. BOX 8074-00100 NAIROBI,Plant,Recycling
FINLAYS HORTICULTURE (K) LTD - KINGFISHER FARM,info@finlays.net,NAIVASHA,Nakuru,36o 03''E,01o 11'S,L.R NO. 10854/74 NAIVASHA ALONG MOI-SOUTH LAKE ROAD,"P.O BOX 10222 - 00400, NAIROBI",Site,Compost
GALAXY RECYCLERS,galaxyrecyclers@mail2galaxy.com,MACHAKOS,Machakos,1.517°S 37.267°E,1°31′S 37°16′E,MACHAKOS,P.O.BOX 39287-00623 NAIROBI KENYA,Plant,Recycling
FINLAYS HORTICULTURE (K) LTD - FLAMINGO FARM,info@finlays.net,NAIVASHA,Nakuru,36o 02''E,01o 10''S,L.R NO 10854/11NAIVASHA ALONG MOI-SOUTH LAKE ROAD,P.O BOX 10222 - 00400 NAIROBI,Site,Compost
AUTOFINE LIMITED,info@autofine.co.ke,INDUSTRIAL AREA,Nairobi,36.8276510000003,-1.29397,INDUSTRIAL AREA,P.O BOX 10224-00100,Site,Transfer station
USAFIPLUS WASTE DISPOSAL SERVICES,wtonui@gmail.com,INDUSTRIAL AREA,Nairobi,XX,XX,"LR NO 209/10297, MUKURU KWA REUBEN FALCON RD INDUSTRIAL AREA NAIROBI","P.O. BOX 19472-00202,
NAIROBI",Plant,Incinerator
TATA CHEMICALS MAGADI LIMITED,info@tatachemicals.com,KAJIADO,Kajiado,36º 17’ 39” East,1º 53’ South,"KAJIADO DISTRICT, MAGADI LOCATION OLKERI SUB-LOCATION","P.O. BOX 1-00205,
MAGADI",Plant,Incinerator
TATA CHEMICALS MAGADI LIMITED,info@tatachemicals.com,KAJIADO,Kajiado,36º 17’ 39” East,1º 53’ South,MAGADI,P.O. BOX 1-00205 MAGADI,Plant,Composite
STANDARD ROLLING MILLS LTD,srm@africaonline.co.ke; csl@nyumba.com,KILIFI,Kilifi,39.530718,- 3.925507,"RABAI, KALIANGOMBE","P.O BOX 83594-80100
MOMBASA",Site,Incinerator
MASEKA SCRAP METAL LTD,grinenvironment@gmail.com,MACHAKOS,Machakos,E036.93992,S01.39319,LR NO 209/108661 INDUSTRIAL AREA OFF MSA ROAD,P.O BOX 139 MLOLONGO,Site,Transfer station
KENYA PAPER MILLS LIMITED,info@kenyapaper.com,THIKA,Kiambu,0,0,THIKA,P.O BOX 1404-00606 NAIROBI,Plant,Recycling
NEW JAMCO ENTERPRISES LTD,finidintrconsultants@gmail.com,Kajiado kitengela,Kajiado,36.85,-1.516667,OFF NAMANGA HIGHWAY NEAR KENYA POWER IN KITENGELA TOWN,806 KITENGELA,Site,Transfer station
KAYABA SCRAP METAL DEALERS,finidinterconsultants@gmail.com,NAIROBI MAKADARA,Nairobi,36.83,-1.31034,LR. NO. 209/8556 LIKONI ROAD OFF MOMASA ROAD NAIROBI,P. O BOX 50675-00200 NAIROBI,Site,Transfer station
RED LANDS ROSES LIMITED,gm@redlandsroses.co.ke OR standards@redlandsroses.co.ke,RUIRU,Kiambu,36.91672300000005°EAST,-1.141558°SOUTH,LR NO 1158 -191 TAITA ESTATE OFF RUIRU-KIAMBU ROAD,P.O.BOX 10-00232 RUIRU,Site,Composite
WASTE ELECTRICAL AND ELECTRONIC EQUIPMENT CENTRE,info@weeecentre.com; seth@weeecentre.com,NAIROBI,Nairobi,36.851908886924875,-1.2546827148495492,"NATIONAL YOUTH SERVICE, RUARAKA, THIKA SUPERHIGHWAY",P.O. BOX 48584-00100 NAIROBI,Plant,Recycling
RAMJI HARIBHAI DEVANI LIMITED,info@rhdevani.com,NAIROBI,Nairobi,36.850182,-1.306896,"LR. NO. 209/4231 INDUSTRIAL AREA, NAIROBI","P.O BOX 18342-00500,
NAIROBI",Plant,Recycling
VINTZ PLASTICS LIMITED,"kevin_wambua@yahoo.com, Grinenvironment@gmail.com",makandara district,Nairobi,36.860502,-1.319795,"LR. NO. 12596/68 ENTERPRISE ROAD A, INDUSTRIAL AREA NAIROBI","P.O. BOX 39864-00623,
NAIROBI",Plant,Recycling
ATHI RIVER STEEL PLANT,info@athisteel.com,MACHAKOS,Machakos,01° 25' 50 South,"36° 59' 26.6"" East","L.R NO 17849/17852 ATHI RIVER,MOMBASA ROAD.","P.O.BOX 45074 - 00100
NAIROBI",Plant,Recycling
SCHREURS NAIVASHA LTD,data@schreursnaivasha.com,NAIVASHA SUB-COUNTY,Nakuru,36.3,-0.73,"SCHREURS NAIVASHA LTD, FLOWER BUSINESS PARK","P.O. BOX 724-20117
NAIVASHA",Plant,Composite
LINLAND CONSULTANTS,linlandconsultants@gmail.com,MOMBASA,Nairobi,"4.0500° S, 39.6667° E","4.0500° S, 39.6667° E",NAIROBI,P.O BOX 25238-00100,Site,Other
BEKIM LIMITED,bekimlimited@gmail.com,MOMBASA,Nairobi,"4.0500° S, 39.6667° E","4.0500° S, 39.6667° E",NAIROBI,38077-00100,Plant,Other
KIPANDE PHARMACY LIMITED,kipandepharmacyltd@gmail.com,MOMBASA,Nairobi,"4.0500° S, 39.6667° E","4.0500° S, 39.6667° E",NAIROBI,P.O BOX 38077-00100 NAIROBI,Site,Other
MUKORE HOLDINGS LIMITED,finidinterconsultants@gmail.com,NAIROBI MAKADARA,Nairobi,"1.36 53'00""","-116'00""",LR. NO. 209/12062 OUTERING ROAD,"P.O. BOX 46466-00100 ,
NAIROBI",Site,Transfer station
SUBLIME SOLUTIONS LIMITED,sublimesolutionz@gmail.com,MOMBASA,Nairobi,MOMBASA,"4.0500° S, 39.6667° E",MOMBASA,P.O BOX 2884,Site,Other
ENVIROWASTE MANAGEMENT LTD,envirowasteltd@gmail.com,ATHIRIVER,Machakos,36.97301E,1.43518S,"LR.NO 337/853 OFF MOMBASA ROAD,ATHI RIVER","ENVIROWASTE MANAGEMENT LTD
P.O BOX 66683-00800
NAIROBI",Site,Incinerator
CLASSIC PLASTIC LIMITED,fremosa2007@yahoo.com,RUIRU INDUSTRIAL AREA OFF KIAMBU ROAD IN RUIRU SUB COUNTY,Kiambu,S1 8.53289,E36 57.39221,RUIRU TOWNSHIP,P.O BOX 1101 RUIRU,Site,Recycling
SINTMOND GROUP LIMITED,info@sintmond.com,Embakasi,Nakuru,-,-,"PLOT L.R NO. 209/10850 OFF MOMBASA ROAD, NAIROBI","P. O. BOX 11804-00100,
NAIROBI",Plant,Recycling
SYNGENTA KENYA CUTTINGS LTD,info.kenyacuttings@syngenta.com,THIKA DISTRICT,Kiambu,-,-,LR. NO ISOLATED MITUBIRI THIKA,"P.O BOX 27774,
NAIROBI",Site,Composite
PREMIER INDUSTRIES LTD,INFO@PREMIERINDLTD.COM,NAIROBI,Nairobi,-,-,L.R. NO.29/6/27 BABA DOGO ROAD (PLASTIC WASTE),"P.O. BOX 22460-00400
NAIROBI",Site,Recycling
EASTERN PRODUCE KENYA LIMITED,MAIL@EASTERNPRODUCE.CO.KE,NANDI HILLS,Nandi,-,-,LR NO 1481/8 NANDI HILLS KAPSUMBEIWA,P.O. BOX 22-30301 NANDI HILLS,Plant,Incinerator
OTTO MERCHANTS LIMITED,finidinterconsultants@gmail.com,kajiado,Kajiado,36.9478715999,-1.4713098000,NORTH GREAT ROAD KITENGELA,P.O BOX 60970-00100 NAIROBI,Site,Transfer station
GRAND SUNFLOWER LTD,cheruiyotdenno@gmail.com,NAIROBI,Busia,-,-,LR NO209/674/1 PANGANI NRB,"P.O.BOX 105283-00100,NAIROBI",Site,Transfer station
APEX STEEL LIMITED,rmd@apex-steel.com,ATHI RIVER,Machakos,"36'58'42.42""E","1'27'16.40""S","L.R NO. 6/852, 337/1213/1214 ATHI RIVER, MACHAKOS","P.O. BOX 18441-00600
NAIROBI",Plant,Recycling
MADHUPAPER KENYA LIMITED,madhupaper@gmail.com,NAIROBI,Nairobi,36.862433000000001,-1.3088773,INDUSTRIAL AREA,"MADHUPAPER (K) LTD
PO BOX 78065-00507
INDUSTRIAL AREA,
NAIROBI",Plant,Recycling
NAIROBI WOMEN'S HOSPITAL,info.adams@nwch.co.ke,NAIROBI,Nairobi,36.78129549999994 E,1.3003956 S,"KIRICHWA ROAD, OFF NGONG ROAD",P.O. BOX 10552 - 00100 NAIROBI,Plant,Incinerator
PENTA TANCOM LTD T/A PENTA FLOWERS-THIKA FARM,penta@pentaflowers.co.ke,GATANGA,Murang'a,37 degrees 2'. 40E,1 degree 1.40S,"LR NO. 10890/7-12, OFF GATANGA ROAD",P.O BOX 40452-00100 NAIROBI,Site,Composite
MARINE WASTE COLLECTION DEALERS LIMITED,marinewastecollection@yahoo.com,CHANGAMWE,Mombasa,-,-,L.R NO. MN/IV/2457POTREITZ CHANGAMWE DISTRICT,"P.O.BOX 1088-80100,
MOMBASA , KENYA",Site,Transfer station
MABATI ROLLING MILLS LTD,info@mabati.com,KALOLENI,Nakuru,-,-,MARIAKANI,"P.O.BOX 68, MARIAKANI",Plant,Incinerator
APCO ENTERPRISES LIMITED,finidinterconsultants@gmail.com,NAIROBI EAST MOMBASA ROAD,Nairobi,36.93798,-1.3592,LR. NO. 12774 MASTERMINE OFF MOMBASA ROAD,BOX40044-00100 NAIROBI,Site,Transfer station
PATANA AGENCIES LIMITED,gitodiran@yahoo.com,Rabai,Kilifi,39o 33’ 41”E,03o 55’ 29”S,Mazeras,"P.O. BOX 3258-80100, Mombasa",Site,Recycling
PATANA AGENCIES LIMITED,gitodiran@yahoo.com,RABAI,Kilifi,39o 33’ 41”E,03o 55’ 29”S,MAZERAS,P.O. BOX 3258-80100,Site,Recycling
SHARAKAT COMPANY LIMITED,mwangunyai@yahoo.com,Kaloleni,Kilifi,39o 31’ 12’’ E,3o 55’ 2’’ S,MAZERAS,"P.O. BOX 16468- 80100, MOMBASA",Site,Recycling
STAR FLOWERS LTD,info@starflowersltd.com,NAIVASHA,Nakuru,-,-,LR. No. 5212 flower business park naivasha off nakuru-nairobi highway,"P.O BOX 1401-20117,
NAIVASHA",Site,Composite
THE MATER HOSPITAL,inform@materkenya.com,MAKADARA,Nairobi,36.8327,-1.2981500000000,DUNGA RD L.R NO 209/6555 MAKADARA SOUTH B,P.O BOX3032-00100 NAIROBI,Site,Incinerator
A.I.C KIJABE HOSPITAL,Info.kh@kijabe.net,kiambu,Kiambu,-,-,"LR NO.17476, KIAMBU DISTRICT","P.O.BOX 20-00220, KIJABE",Site,Incinerator
MAS PETROLEUM CONTRACTORS,mpc786@wananchi.com,NAIROBI,Nairobi,36.8234,-1.2934,NAIROBI,P.O. BOX 13640 - 00800 NAIROBI,Plant,Incinerator
WILDFIRE FLOWERS LIMITED,office@wildfire.com,NAIVASHA,Nakuru,36. 26' 13.72' E,0.46'24.84' S,"LR. NO. 133/4/4 MWICHIRINGIRI, MOI SOUTH LAKE ROAD NAIVASHA","P.O BOX 379-20117,
NAIVASHA",Site,Composite
HALAR INDUSTRIES LTD,hilplast@gmail.com,Nairobi,Nairobi,"36° 52' 59""E","-01° 18' 18""S","LR. NO. 209/8865 LUNGA LUNGA ROAD, NAIROBI","P.O. BOX 219-00600,
NAIROBI",Plant,Other
WASTEWARD ENTERPRISES,wastewardenterprises@yahoo.com,NAIROBI EAST,Nairobi,01.30996,036.86412,LR NO 209/8211 RANGWE ROAD OFF LUNGALUNGA ROAD,"P.O BOX 1761-00200,
NAIROBI",Plant,Recycling
ADDED PERFORMANCE (k) limited,sultan@apbat.co.ke,nairobi-makandara district,Nairobi,9856122.794,264269.488,YARROW ROAD OFF NANYUKI ROAD,61387-00200,Plant,Recycling
AFRIKEN INTERNATIONAL LIMITED,vishal@tank-group.com; tankvishal@hotmail.com,NAIROBI,Nairobi,36 DEGREE 48' E,1DEGREE 16' SOUTH,LR NO 209/20295 RD B OFF ENTERPRISE RD INDUSTRIAL AREA NRB,"P.O.BOX 11214-00400,
NAIROBI",Plant,Recycling
STAR PLASTIC LTD,starplasticltd@hotmail.com,JUJA,Kiambu,in the EIA REPORT,in the EIA REPORT,PLT No 100090/14/157 JUJA TOWN KIAMBU DISTRICT,"P.O.BOX 17920-00500
NAIROBI",Plant,Recycling
EAST AFRICAN COMPLIANT RECYCLING LTD,robert.trustcott@eacr.net,Mavoko,Machakos,1.283'S 36.817'E,1.17'S 34.49'E,"ALONG MOMBASA ROAD, ATHIRIVER LR No. 11895/48",P.O. Box 49266-00100 NAIROBI,Plant,Recycling
Kolmex Africa Ltd,kolmexafrica@yahoo.com,Kathiani district,Machakos,036 57' 22'',01 21' 21'',"LR NO 12715/6269 KATANI AREA,OFF MOMBASA ROAD",p.o box 26689-00100 NRB,Site,Transfer station
MWAWAKO SHIPPING AGENCIES LIMITED,mwashiltd@yahoo.com,KALOLENI,Kilifi,40,5,KOKOTONI (MARIAKANI) ALONG MOMBASA/NAIROBI HIGWAY,"P.O BOX 3163-80100
MOMBASA
KENYA",Site,Recycling
SUBIRA SHIP CONTRACTORS,subirashipcontractors@yahoo.com,KALOLENI,Kilifi,-,-,"LR NO. KAMBI SOMALI LOCATION, KALOLENI DISTRICT","P.O BOX 82709
MOMBASA",Plant,Recycling
CHANDARIA INDUSTRIES LIMITED,info@chandaria .com,NAIROBI COUNTY,Nairobi,36.885481 degrees,-1.244533 degrees,"RUARAKA INDUSTRIAL ZONE,BABA DOGO ROAD",P.O.BOX 30621 NAIROBI,Plant,Recycling
CHANDARIA INDUSTRIES LIMITED,info@chandaria .com,NAIROBI COUNTY,Nairobi,36.885481 degrees,-1.244533 degrees,"RUARAKA INDUSTRIAL ZONE,BABA DOGO ROAD",P.O.BOX 30621 NAIROBI +254 8563252-4,Plant,Recycling
CHANDARIA INDUSTRIES LIMITED,info@chandaria .com,NAIROBI COUNTY,Nairobi,36.885481 degrees,-1.244533 degrees,"RUARAKA INDUSTRIAL ZONE,BABA DOGO ROAD","P.O.BOX 30621 NAIROBI,+254 8563252-4",Plant,Recycling
CHANDARIA INDUSTRIES LIMITED,info@chandaria .com,NAIROBI COUNTY,Nairobi,36.885481,-1.244533,"RUARAKA INDUSTRIAL ZONE,BABA DOGO ROAD","P.O.BOX 30621 NAIROBI,+254 8563252-4",Plant,Recycling
